,a,b,c,no,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,imageLink,death,live
1512,1512,1512,1512,1512,1513,0,0,0.123,0.877,-0.151928020566,0.342926967041,1,0.0417029014151,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0647070914697,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,1,0.364548494983,0,Gyles_Rosby.jpeg,,
1513,1513,1513,1513,1513,1514,0,1,0.781,0.219,-0.131876606684,-0.305927994791,1,-0.240348380636,,-2.0,-0.00556193700502,0.59331963001,-0.00625992712324,-0.183864337102,-0.0722863778718,0,0,0,0,0,,1.0,,,0,0,,0,0,0,0.204013377926,0,Harren_Hoare.jpeg,,
1514,1514,1514,1514,1514,1515,1,1,0.964,0.036,-0.133419023136,0.526133073912,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.21529290853,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.107023411371,1,Harras_Harlaw.jpeg,,
1515,1515,1515,1515,1515,1516,1,0,0.491,0.509,-0.130848329049,0.526133073912,1,0.349395209107,281.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.221007194245,-0.0722863778718,0,0,0,1,1,,,,,0,1,24.0,0,0,0,0.120401337793,1,Harrold_Hardyng.jpeg,,
1516,1516,1516,1516,1516,1517,0,0,0.066,0.934,-0.122107969152,0.43834681437,0,0.0417029014151,109.0,130.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,-0.0604753542498,0,0,0,0,0,,,,1.0,1,1,21.0,0,0,0,0.270903010033,0,Helaena_Targaryen.jpeg,,
1517,1517,1517,1517,1517,1518,1,0,0.485,0.515,-0.11233933162,-0.305927994791,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.244147157191,1,Hodor.jpeg,,
1518,1518,1518,1518,1518,1519,1,0,0.428,0.572,-0.131362467866,0.0337666616979,1,-0.00957914986692,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.149578622816,-0.0722863778718,1,1,1,1,1,,,,,0,1,,2,1,0,0.0969899665552,1,Harrion_Karstark.jpeg,,
1519,1519,1519,1519,1519,1520,0,0,0.014,0.986,-0.0958868894602,-0.305927994791,1,-0.3429124832,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.603864337102,-0.0722863778718,0,0,1,0,0,,,,,0,0,,0,0,0,0.0167224080268,0,Iggo.jpeg,,
1520,1520,1520,1520,1520,1521,1,1,0.703,0.297,-0.10616966581,-0.214324941356,1,-0.00957914986692,241.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.216135662898,-0.0722863778718,0,1,1,1,1,,,,,0,1,64.0,0,0,0,0.14381270903,1,Hother_Umber.jpeg,,
1521,1521,1521,1521,1521,1522,1,1,0.612,0.388,-0.086118251928,0.457430783835,1,0.298113157825,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.353278520041,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0735785953177,1,Jalabhar_Xho.jpeg,,
1522,1522,1522,1522,1522,1523,0,0,0.453,0.547,-0.0840616966581,0.228423150248,1,0.0417029014151,278.0,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.327564234327,-0.0722863778718,1,1,1,1,1,,,,,0,1,22.0,0,0,1,0.561872909699,0,Janos_Slynt.jpeg,,
1523,1523,1523,1523,1523,1524,0,1,0.654,0.346,-0.0830334190231,0.526133073912,1,0.0417029014151,248.0,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,-0.00929425188758,1,1,1,1,1,,,,1.0,1,1,52.0,0,0,0,0.147157190635,0,Jared_Frey.png,,
1524,1524,1524,1524,1524,1525,0,0,0.089,0.911,-0.0789203084833,0.449797196049,1,0.0417029014151,,130.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.28470709147,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.250836120401,0,Jasper_Wylde.jpeg,,
1525,1525,1525,1525,1525,1526,1,1,0.704,0.296,-0.0670951156812,0.0528506311636,0,-0.3429124832,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.066889632107,1,Jhaqo.jpeg,,
1526,1526,1526,1526,1526,1527,0,0,0.015,0.985,-0.0712082262211,-0.305927994791,0,0.0417029014151,164.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.103864337102,-0.0722863778718,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0234113712375,0,Jeyne_Lothston.jpeg,,
1527,1527,1527,1527,1527,1528,1,1,0.696,0.304,-0.0665809768638,-0.305927994791,0,-0.3429124832,284.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,-0.0722863778718,1,1,1,1,1,,,,,0,0,21.0,0,0,0,0.14381270903,1,Jhiqui.jpeg,,
1528,1528,1528,1528,1528,1529,1,1,0.835,0.165,-0.0583547557841,-0.260126468073,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.461007194245,0.876532519766,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.137123745819,1,Jon_Bulwer.jpeg,,
1529,1529,1529,1529,1529,1530,0,0,0.024,0.976,-0.0434447300771,-0.221958529142,1,-0.00957914986692,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.441007194245,-0.0722863778718,1,1,1,0,1,,,,,0,1,,1,1,0,0.170568561873,0,Jory_Cassel.jpeg,,
1530,1530,1530,1530,1530,1531,1,0,0.286,0.714,-0.046529562982,0.526133073912,1,-0.00957914986692,254.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.049578622816,0.289918346538,1,1,1,1,1,,,,1.0,1,1,51.0,1,1,1,0.722408026756,1,Jorah_Mormont.jpeg,,
1531,1531,1531,1531,1531,1532,1,0,0.497,0.503,-0.0321336760925,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.227564234327,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.117056856187,1,Karyl_Vance.jpeg,,
1532,1532,1532,1532,1532,1533,0,1,0.783,0.217,-0.0259640102828,-0.305927994791,1,-0.291630431918,277.0,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.00957862281603,-0.0722863778718,0,0,0,0,1,,,,,0,0,23.0,0,0,0,0.0769230769231,0,Khrazz.jpeg,,
1533,1533,1533,1533,1533,1534,0,1,0.959,0.041,-0.0223650385604,-0.305927994791,1,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.478150051387,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448161,0,Kurleket.png,,
1534,1534,1534,1534,1534,1535,1,0,0.139,0.861,-0.0136246786632,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.138150051387,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0602006688963,1,Lann_the_Clever.jpeg,,
1535,1535,1535,1535,1535,1536,1,0,0.172,0.828,-0.0203084832905,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.401007194245,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,0,0.0401337792642,1,Kyle_Condon.jpeg,,
1536,1536,1536,1536,1536,1537,1,0,0.018,0.982,-0.0146529562982,0.526133073912,1,0.0417029014151,282.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.13529290853,0.00645377960848,1,1,1,1,1,,,,1.0,1,1,23.0,5,1,1,0.478260869565,1,Lancel_Lannister.jpeg,,
1537,1537,1537,1537,1537,1538,1,1,0.987,0.013,0.00796915167095,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.601007194245,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214,1,Likely_Luke.jpeg,,
1538,1538,1538,1538,1538,1539,0,0,0.145,0.855,0.0239074550129,0.526133073912,1,0.0417029014151,,211.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.161007194245,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0535117056856,0,Lucas_Inchfield.jpeg,,
1539,1539,1539,1539,1539,1540,1,0,0.042,0.958,0.00899742930591,0.564301012843,0,0.0417029014151,265.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.136135662898,0.0930679528368,0,1,1,1,1,,,,1.0,1,1,40.0,2,1,0,0.127090301003,1,Lollys_Stokeworth.jpeg,,
1540,1540,1540,1540,1540,1541,0,0,0.04,0.96,0.0341902313625,-0.305927994791,1,-0.00957914986692,266.0,283.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,1,0,1,,,,,0,0,17.0,5,1,1,0.354515050167,0,Lyanna_Stark.jpeg,,
1541,1541,1541,1541,1541,1542,1,0,0.43,0.57,0.0352185089974,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.381007194245,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.107023411371,1,Lyle_Crakehall.jpeg,,
1542,1542,1542,1542,1542,1543,0,0,0.36,0.64,0.0223650385604,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.503864337102,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0735785953177,0,Lucas_Blackwood.jpeg,,
1543,1543,1543,1543,1543,1544,1,1,0.557,0.443,0.0388174807198,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.392435765673,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0903010033445,1,Lyn_Corbray.jpeg,,
1544,1544,1544,1544,1544,1545,1,1,0.735,0.265,0.0398457583548,-0.305927994791,1,0.0417029014151,272.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.186721479959,0.404091574884,0,1,1,1,1,,,,1.0,1,0,,1,1,0,0.117056856187,1,Lynesse_Hightower.jpeg,,
1545,1545,1545,1545,1545,1546,1,1,0.813,0.187,0.047557840617,0.007049104446,1,0.0417029014151,256.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.20470709147,-0.0329162991317,1,1,1,1,1,,,,1.0,1,1,49.0,1,1,1,0.85618729097,1,Mace_Tyrell.jpeg,,
1546,1546,1546,1546,1546,1547,0,1,0.76,0.24,0.0521850899743,-0.305927994791,1,0.0417029014151,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,1,,,,,0,0,,0,0,0,0.0401337792642,0,Mag_Mar_Tun_Doh_Weg.jpeg,,
1547,1547,1547,1547,1547,1548,0,0,0.06,0.94,0.0578406169666,0.526133073912,1,0.349395209107,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0581500513875,-0.0722863778718,1,1,1,0,0,,,,,0,1,,0,0,0,0.120401337793,0,Mandon_Moore.jpeg,,
1548,1548,1548,1548,1548,1549,1,0,0.393,0.607,0.0532133676093,-0.248676086394,0,-0.3429124832,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,1,1,1,,,,,0,0,,0,0,0,0.0334448160535,1,Mago.jpeg,,
1549,1549,1549,1549,1549,1550,1,0,0.303,0.697,0.0681233933162,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.481007194245,-0.0722863778718,0,1,1,0,0,,,,,0,0,,0,0,0,0.0200668896321,1,Maron_Botley.jpeg,,
1550,1550,1550,1550,1550,1551,0,1,0.573,0.427,0.0645244215938,-0.305927994791,1,0.0417029014151,279.0,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,1,1,1,0,,,,,0,0,21.0,0,0,0,0.14381270903,0,Marillion.jpeg,,
1551,1551,1551,1551,1551,1552,1,0,0.178,0.822,0.0753213367609,0.094835363988,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0961356628983,0.167871102443,0,1,1,1,1,,,,1.0,1,1,,1,1,0,0.0635451505017,1,Marya_Seaworth.jpeg,,
1552,1552,1552,1552,1552,1553,1,1,0.7,0.3,0.074293059126,-0.290660819218,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,0,1,1,0,,,,,0,1,,0,0,0,0.160535117057,1,Marwyn.jpeg,,
1553,1553,1553,1553,1553,1554,0,0,0.142,0.858,0.0758354755784,-0.305927994791,0,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,1,1,0,0,0,,,,,0,0,,0,0,0,0.0401337792642,0,Masha_Heddle.jpeg,,
1554,1554,1554,1554,1554,1555,0,1,0.796,0.204,0.0804627249357,-0.305927994791,1,0.0417029014151,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0961356628983,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.0769230769231,0,Matthos_Seaworth.jpeg,,
1555,1555,1555,1555,1555,1556,1,1,0.713,0.287,0.0850899742931,-0.305927994791,0,-0.394194534482,283.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.050421377184,-0.0722863778718,0,1,1,1,1,,,,,0,0,22.0,0,0,0,0.270903010033,1,Meera_Reed.jpeg,,
1556,1556,1556,1556,1556,1557,0,1,0.678,0.322,0.0892030848329,-0.305927994791,0,0.0417029014151,264.0,276.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.192435765673,-0.0722863778718,0,0,0,1,1,,,,,0,0,12.0,0,0,0,0.0468227424749,0,Melara_Hetherspoon.jpeg,,
1557,1557,1557,1557,1557,1558,0,0,0.0,1.0,0.0928020565553,-0.305927994791,0,0.0417029014151,156.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.503864337102,-0.0722863778718,0,0,0,0,1,,,,,0,0,100.0,0,0,0,0.0501672240803,0,Melissa_Blackwood.jpeg,,
1558,1558,1558,1558,1558,1559,1,1,0.884,0.116,0.0922879177378,-0.305927994791,0,-0.496758637046,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.338992805755,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,1,0.745819397993,1,Melisandre.jpeg,,
1559,1559,1559,1559,1559,1560,1,1,0.998,0.002,0.101028277635,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.601007194245,-0.0722863778718,0,0,1,1,0,,,,,0,0,,0,0,0,0.0100334448161,1,Merrit.jpeg,,
1560,1560,1560,1560,1560,1561,1,0,0.45,0.55,0.101542416452,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.196135662898,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.220735785953,1,Meryn_Trant.jpeg,,
1561,1561,1561,1561,1561,1562,0,0,0.322,0.678,0.100514138817,-0.305927994791,1,0.195549055261,262.0,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.530075826853,1,1,1,1,1,,,,1.0,1,0,38.0,0,0,1,0.434782608696,0,Merrett_Frey.jpeg,,
1562,1562,1562,1562,1562,1563,0,1,0.959,0.041,0.106683804627,-0.305927994791,1,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.478150051387,-0.0722863778718,1,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448161,0,Mohor.png,,
1563,1563,1563,1563,1563,1564,1,1,0.825,0.175,0.105655526992,-0.305927994791,0,-0.060861201149,288.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.170421377184,-0.0722863778718,0,0,1,1,1,,,,,0,0,17.0,0,0,0,0.173913043478,1,Missandei.jpeg,,
1564,1564,1564,1564,1564,1565,1,1,0.89,0.11,0.109768637532,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.53529290853,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.0769230769231,1,Moon_Boy.jpeg,,
1565,1565,1565,1565,1565,1566,1,1,0.627,0.373,0.108740359897,-0.305927994791,0,-0.317271457559,299.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,1,1,1,,,,,0,0,6.0,0,0,0,0.0769230769231,1,Monster.jpeg,,
1566,1566,1566,1566,1566,1567,1,0,0.461,0.539,0.111311053985,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.558150051387,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.0468227424749,1,Mord.jpeg,,
1567,1567,1567,1567,1567,1568,1,0,0.426,0.574,0.104627249357,0.476514753301,0,0.221190080902,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.267564234327,0.313540393782,1,1,1,0,0,,,,0.0,1,1,,0,0,0,0.0434782608696,1,Minisa_Whent.jpeg,,
1568,1568,1568,1568,1568,1569,0,0,0.281,0.719,0.111825192802,0.518499486125,0,0.0417029014151,,298.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,1,0,0,,,,,0,0,,0,0,0,0.103678929766,0,Mordane.jpeg,,
1569,1569,1569,1569,1569,1570,1,1,0.984,0.016,0.125706940874,0.323842997576,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448161,1,Murenmure.jpeg,,
1570,1570,1570,1570,1570,1571,1,1,0.988,0.012,0.129820051414,0.323842997576,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0781500513875,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712375,1,Myles.jpeg,,
1571,1571,1571,1571,1571,1572,1,1,0.807,0.193,0.116966580977,0.495598722767,0,-0.368553508841,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0781500513875,0.616690000081,1,0,0,1,0,,,,1.0,1,1,,0,0,0,0.0535117056856,1,Mors_Martell.jpeg,,
1572,1572,1572,1572,1572,1573,1,1,0.761,0.239,0.127763496144,-0.305927994791,0,0.0417029014151,279.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0732785200411,-0.0722863778718,1,1,1,1,1,,,,,0,0,26.0,0,0,0,0.120401337793,1,Mya_Stone.jpeg,,
1573,1573,1573,1573,1573,1574,1,1,0.583,0.417,0.132904884319,0.419262844904,0,0.0417029014151,290.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.53529290853,-0.0722863778718,1,1,1,1,1,,,,,0,1,15.0,5,1,1,0.561872909699,1,Myrcella_Baratheon.jpeg,,
1574,1574,1574,1574,1574,1575,1,1,0.831,0.169,0.140102827763,0.0452170433773,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0732785200411,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0869565217391,1,Nestor_Royce.jpeg,,
1575,1575,1575,1575,1575,1576,1,1,0.717,0.283,0.146272493573,0.247507119713,1,-0.240348380636,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.23529290853,-0.0722863778718,0,0,0,1,1,,,,,0,1,,0,0,0,0.0501672240803,1,Nute.jpeg,,
1576,1576,1576,1576,1576,1577,1,0,0.406,0.594,0.147814910026,-0.305927994791,0,-0.368553508841,274.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0781500513875,-0.0722863778718,0,0,1,1,1,,,,,0,0,31.0,1,1,1,0.377926421405,1,Nymeria_Sand.jpeg,,
1577,1577,1577,1577,1577,1578,1,1,0.64,0.36,0.147300771208,0.423079638797,0,0.16990802962,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0781500513875,0.585193937089,1,1,0,1,1,,,,1.0,1,1,,0,0,0,0.197324414716,1,Nymeria.jpeg,,
1578,1578,1578,1578,1578,1579,0,0,0.272,0.728,0.150385604113,0.526133073912,1,-0.368553508841,257.0,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0781500513875,-0.0722863778718,1,1,1,1,1,,,,,0,1,43.0,5,1,1,0.772575250836,0,Oberyn_Martell.jpeg,,
1579,1579,1579,1579,1579,1580,1,1,0.803,0.197,0.149871465296,-0.305927994791,0,-0.368553508841,287.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.0781500513875,-0.0722863778718,0,0,1,1,1,,,,,0,0,18.0,1,1,0,0.103678929766,1,Obella_Sand.jpeg,,
1580,1580,1580,1580,1580,1581,1,1,0.82,0.18,0.154498714653,0.007049104446,0,0.0417029014151,228.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0475642343268,0.486768740238,1,1,1,1,1,,,,1.0,1,1,77.0,0,0,0,0.28762541806,1,Olenna_Redwyne.jpeg,,
1581,1581,1581,1581,1581,1582,1,1,0.553,0.447,0.128791773779,0.526133073912,1,0.349395209107,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0447070914697,0.923776614254,1,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0702341137124,1,Mychel_Redfort.png,,
1582,1582,1582,1582,1582,1583,1,0,0.047,0.953,0.166323907455,-0.0578363917372,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.370421377184,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.254180602007,1,Orwyle.jpeg,,
1583,1583,1583,1583,1583,1584,1,1,0.963,0.037,0.168380462725,-0.305927994791,1,-0.317271457559,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.130421377184,-0.0722863778718,1,1,1,1,1,,,,,0,0,,0,0,0,0.250836120401,1,Osha.jpeg,,
1584,1584,1584,1584,1584,1585,1,1,0.813,0.187,0.167866323907,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.141007194245,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0869565217391,1,Osfryd_Kettleblack.jpeg,,
1585,1585,1585,1585,1585,1586,1,1,0.842,0.158,0.170437017995,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.141007194245,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.123745819398,1,Osney_Kettleblack.jpeg,,
1586,1586,1586,1586,1586,1587,0,0,0.031,0.969,0.166838046272,0.575751394522,1,0.0417029014151,,38.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.541007194245,0.0143277953565,1,0,0,0,0,,,,1.0,1,1,,5,1,1,0.488294314381,0,Orys_Baratheon.jpeg,,
1587,1587,1587,1587,1587,1588,1,1,0.707,0.293,0.16940874036,0.526133073912,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.141007194245,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.170568561873,1,Osmund_Kettleblack.jpeg,,
1588,1588,1588,1588,1588,1589,1,1,0.634,0.366,0.1735218509,-0.111271506241,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.293278520041,-0.0722863778718,1,1,1,1,1,,,,,0,1,,0,0,0,0.0635451505017,1,Othell_Yarwyck.jpeg,,
1589,1589,1589,1589,1589,1590,0,0,0.102,0.898,0.172493573265,0.526133073912,1,0.221190080902,,283.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.267564234327,-0.0722863778718,1,0,1,0,1,,,,,0,1,,1,1,0,0.0802675585284,0,Oswell_Whent.jpeg,,
1590,1590,1590,1590,1590,1591,0,0,0.081,0.919,0.17557840617,0.526133073912,1,0.0417029014151,,130.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.186721479959,-0.0722863778718,0,0,1,0,0,,,,,0,1,,0,0,1,0.371237458194,0,Otto_Hightower.jpeg,,
1591,1591,1591,1591,1591,1592,1,1,0.829,0.171,0.180719794344,-0.305927994791,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.538150051387,-0.0722863778718,0,1,1,1,1,,,,,0,0,,0,0,0,0.107023411371,1,Patchface.jpeg,,
1592,1592,1592,1592,1592,1593,1,1,0.751,0.249,0.186375321337,-0.294477613111,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.0475642343268,0.577319921341,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.511705685619,1,Paxter_Redwyne.jpeg,,
1593,1593,1593,1593,1593,1594,1,0,0.379,0.621,0.186889460154,0.373461318186,1,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.443864337102,-0.0722863778718,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214,1,Pearse_Caron.jpeg,,
1594,1594,1594,1594,1594,1595,0,0,0.475,0.525,0.192030848329,-0.305927994791,1,0.0417029014151,281.0,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.283864337102,0.600941968585,0,1,1,1,0,,,,1.0,1,0,19.0,0,0,0,0.177257525084,0,Petyr_Frey.png,,
1595,1595,1595,1595,1595,1596,1,0,0.304,0.696,0.193573264781,-0.305927994791,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.267564234327,-0.0722863778718,0,1,1,1,0,,,,,0,0,,0,0,0,0.0468227424749,1,Pia.jpeg,,
1596,1596,1596,1596,1596,1597,1,0,0.389,0.611,0.194601542416,-0.305927994791,1,0.0417029014151,286.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.00756423432682,-0.0722863778718,1,1,1,1,1,,,,,0,0,19.0,0,0,0,0.290969899666,1,Podrick_Payne.jpeg,,
1597,1597,1597,1597,1597,1598,0,1,0.889,0.111,0.200771208226,0.526133073912,1,0.400677260389,,299.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.246721479959,-0.0722863778718,1,1,1,1,0,,,,,0,1,,0,0,0,0.0936454849498,0,Preston_Greenfield.jpeg,,
1598,1598,1598,1598,1598,1599,0,0,0.3,0.7,0.196143958869,-0.210508147462,1,0.0417029014151,,300.0,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.418150051387,-0.0722863778718,0,1,1,1,0,,,,,0,1,,0,0,0,0.0769230769231,0,Polliver.jpeg,,
1599,1599,1599,1599,1599,1600,1,1,0.708,0.292,0.202827763496,0.640636890706,0,0.0417029014151,,,-0.00556193700502,-0.00668036998972,-0.00625992712324,0.367564234327,-0.0722863778718,0,1,1,1,1,,,,,0,1,,0,0,0,0.0969899665552,1,Pyat_Pree.jpeg,,
1600,1600,1600,1600,1600,1601,1,1,0.73,0.27,0.204370179949,0.323842997576,1,0.0417029014151,273.0,,-0.00556193700502,-0.00668036998972,-0.00625992712324,-0.532435765673,-0.0722863778718,0,1,1,1,1,,,,,0,1,32.0,0,0,0,0.056856187291,1,Pylos.jpeg,,
